infinitive,mood,tense,form_1s,form_2s,form_3s,form_1p,form_2p,form_3p,gerund,pastparticiple
acercarse,Indicativo,Presente,me acerco,te acercas,se acerca,nos acercamos,os acercáis,se acercan,acercándose,acercado
acercarse,Indicativo,Futuro,me acercaré,te acercarás,se acercará,nos acercaremos,os acercaréis,se acercarán,acercándose,acercado
acercarse,Indicativo,Imperfecto,me acercaba,te acercabas,se acercaba,nos acercábamos,os acercabais,se acercaban,acercándose,acercado
acercarse,Indicativo,Pretérito,me acerqué,te acercaste,se acercó,nos acercamos,os acercasteis,se acercaron,acercándose,acercado
acercarse,Indicativo,Condicional,me acercaría,te acercarías,se acercaría,nos acercaríamos,os acercaríais,se acercarían,acercándose,acercado
acercarse,Indicativo,Presente perfecto,me he acercado,te has acercado,se ha acercado,nos hemos acercado,os habéis acercado,se han acercado,acercándose,acercado
acercarse,Indicativo,Futuro perfecto,me habré acercado,te habrás acercado,se habrá acercado,nos habremos acercado,os habréis acercado,se habrán acercado,acercándose,acercado
acercarse,Indicativo,Pluscuamperfecto,me había acercado,te habías acercado,se había acercado,nos habíamos acercado,os habíais acercado,se habían acercado,acercándose,acercado
acercarse,Indicativo,Pretérito anterior,me hube acercado,te hubiste acercado,se hubo acercado,nos hubimos acercado,os hubisteis acercado,se hubieron acercado,acercándose,acercado
acercarse,Indicativo,Condicional perfecto,me habría acercado,te habrías acercado,se habría acercado,nos habríamos acercado,os habríais acercado,se habrían acercado,acercándose,acercado
acercarse,Subjuntivo,Presente,me acerque,te acerques,se acerque,nos acerquemos,os acerquéis,se acerquen,acercándose,acercado
acercarse,Subjuntivo,Imperfecto,me acercara,te acercaras,se acercara,nos acercáramos,os acercarais,se acercaran,acercándose,acercado
acercarse,Subjuntivo,Futuro,me acercare,te acercares,se acercare,nos acercáremos,os acercareis,se acercaren,acercándose,acercado
acercarse,Subjuntivo,Presente perfecto,me haya acercado,te hayas acercado,se haya acercado,nos hayamos acercado,os hayáis acercado,se hayan acercado,acercándose,acercado
acercarse,Subjuntivo,Futuro perfecto,me hubiere acercado,te hubieres acercado,se hubiere acercado,nos hubiéremos acercado,os hubiereis acercado,se hubieren acercado,acercándose,acercado
acercarse,Subjuntivo,Pluscuamperfecto,me hubiera acercado,te hubieras acercado,se hubiera acercado,nos hubiéramos acercado,os hubierais acercado,se hubieran acercado,acercándose,acercado
acercarse,Imperativo Afirmativo,Presente,,acércate,acercaos,,acérquese,acérquense,acercándose,acercado
acercarse,Imperativo Negativo,Presente,,no te acerques,no os acerquéis,,no se acerque,no se acerquen,acercándose,acercado
acompañar,Indicativo,Presente,acompaño,acompañas,acompaña,acompañamos,acompañáis,acompañan,acompañando,acompañado
acompañar,Indicativo,Futuro,acompañaré,acompañarás,acompañará,acompañaremos,acompañaréis,acompañarán,acompañando,acompañado
acompañar,Indicativo,Imperfecto,acompañaba,acompañabas,acompañaba,acompañábamos,acompañabais,acompañaban,acompañando,acompañado
acompañar,Indicativo,Pretérito,acompañé,acompañaste,acompañó,acompañamos,acompañasteis,acompañaron,acompañando,acompañado
acompañar,Indicativo,Condicional,acompañaría,acompañarías,acompañaría,acompañaríamos,acompañaríais,acompañarían,acompañando,acompañado
acompañar,Indicativo,Presente perfecto,he acompañado,has acompañado,ha acompañado,hemos acompañado,habéis acompañado,han acompañado,acompañando,acompañado
acompañar,Indicativo,Futuro perfecto,habré acompañado,habrás acompañado,habrá acompañado,habremos acompañado,habréis acompañado,habrán acompañado,acompañando,acompañado
acompañar,Indicativo,Pluscuamperfecto,había acompañado,habías acompañado,había acompañado,habíamos acompañado,habíais acompañado,habían acompañado,acompañando,acompañado
acompañar,Indicativo,Pretérito anterior,hube acompañado,hubiste acompañado,hubo acompañado,hubimos acompañado,hubisteis acompañado,hubieron acompañado,acompañando,acompañado
acompañar,Indicativo,Condicional perfecto,habría acompañado,habrías acompañado,habría acompañado,habríamos acompañado,habríais acompañado,habrían acompañado,acompañando,acompañado
acompañar,Subjuntivo,Presente,acompañe,acompañes,acompañe,acompañemos,acompañéis,acompañen,acompañando,acompañado
acordar,Indicativo,Condicional,acordaría,acordarías,acordaría,acordaríamos,acordaríais,acordarían,acordando,acordado
acompañar,Subjuntivo,Imperfecto,acompañara,acompañaras,acompañara,acompañáramos,acompañarais,acompañaran,acompañando,acompañado
acompañar,Subjuntivo,Futuro,acompañare,acompañares,acompañare,acompañáremos,acompañareis,acompañaren,acompañando,acompañado
acompañar,Subjuntivo,Presente perfecto,haya acompañado,hayas acompañado,haya acompañado,hayamos acompañado,hayáis acompañado,hayan acompañado,acompañando,acompañado
acompañar,Subjuntivo,Futuro perfecto,hubiere acompañado,hubieres acompañado,hubiere acompañado,hubiéremos acompañado,hubiereis acompañado,hubieren acompañado,acompañando,acompañado
acompañar,Subjuntivo,Pluscuamperfecto,hubiera acompañado,hubieras acompañado,hubiera acompañado,hubiéramos acompañado,hubierais acompañado,hubieran acompañado,acompañando,acompañado
acompañar,Imperativo Afirmativo,Presente,,acompaña,acompañad,,acompañe,acompañen,acompañando,acompañado
acompañar,Imperativo Negativo,Presente,,no acompañes,no acompañéis,,no acompañe,no acompañen,acompañando,acompañado
aconsejar,Indicativo,Presente,aconsejo,aconsejas,aconseja,aconsejamos,aconsejáis,aconsejan,aconsejando,aconsejado
aconsejar,Indicativo,Futuro,aconsejaré,aconsejarás,aconsejará,aconsejaremos,aconsejaréis,aconsejarán,aconsejando,aconsejado
aconsejar,Indicativo,Imperfecto,aconsejaba,aconsejabas,aconsejaba,aconsejábamos,aconsejabais,aconsejaban,aconsejando,aconsejado
aconsejar,Indicativo,Pretérito,aconsejé,aconsejaste,aconsejó,aconsejamos,aconsejasteis,aconsejaron,aconsejando,aconsejado
aconsejar,Indicativo,Condicional,aconsejaría,aconsejarías,aconsejaría,aconsejaríamos,aconsejaríais,aconsejarían,aconsejando,aconsejado
aconsejar,Indicativo,Presente perfecto,he aconsejado,has aconsejado,ha aconsejado,hemos aconsejado,habéis aconsejado,han aconsejado,aconsejando,aconsejado
aconsejar,Indicativo,Futuro perfecto,habré aconsejado,habrás aconsejado,habrá aconsejado,habremos aconsejado,habréis aconsejado,habrán aconsejado,aconsejando,aconsejado
aconsejar,Indicativo,Pluscuamperfecto,había aconsejado,habías aconsejado,había aconsejado,habíamos aconsejado,habíais aconsejado,habían aconsejado,aconsejando,aconsejado
aconsejar,Indicativo,Pretérito anterior,hube aconsejado,hubiste aconsejado,hubo aconsejado,hubimos aconsejado,hubisteis aconsejado,hubieron aconsejado,aconsejando,aconsejado
aconsejar,Indicativo,Condicional perfecto,habría aconsejado,habrías aconsejado,habría aconsejado,habríamos aconsejado,habríais aconsejado,habrían aconsejado,aconsejando,aconsejado
aconsejar,Subjuntivo,Presente,aconseje,aconsejes,aconseje,aconsejemos,aconsejéis,aconsejen,aconsejando,aconsejado
aconsejar,Subjuntivo,Imperfecto,aconsejara,aconsejaras,aconsejara,aconsejáramos,aconsejarais,aconsejaran,aconsejando,aconsejado
aconsejar,Subjuntivo,Futuro,aconsejare,aconsejares,aconsejare,aconsejáremos,aconsejareis,aconsejaren,aconsejando,aconsejado
aconsejar,Subjuntivo,Presente perfecto,haya aconsejado,hayas aconsejado,haya aconsejado,hayamos aconsejado,hayáis aconsejado,hayan aconsejado,aconsejando,aconsejado
aconsejar,Subjuntivo,Futuro perfecto,hubiere aconsejado,hubieres aconsejado,hubiere aconsejado,hubiéremos aconsejado,hubiereis aconsejado,hubieren aconsejado,aconsejando,aconsejado
aconsejar,Subjuntivo,Pluscuamperfecto,hubiera aconsejado,hubieras aconsejado,hubiera aconsejado,hubiéramos aconsejado,hubierais aconsejado,hubieran aconsejado,aconsejando,aconsejado
aconsejar,Imperativo Afirmativo,Presente,,aconseja,aconsejad,,aconseje,aconsejen,aconsejando,aconsejado
aconsejar,Imperativo Negativo,Presente,,no aconsejes,no aconsejéis,,no aconseje,no aconsejen,aconsejando,aconsejado
acontecer,Indicativo,Presente,acontezco,aconteces,acontece,acontecemos,acontecéis,acontecen,aconteciendo,acontecido
acontecer,Indicativo,Futuro,aconteceré,acontecerás,acontecerá,aconteceremos,aconteceréis,acontecerán,aconteciendo,acontecido
acontecer,Indicativo,Imperfecto,acontecía,acontecías,acontecía,acontecíamos,acontecíais,acontecían,aconteciendo,acontecido
acontecer,Indicativo,Pretérito,acontecí,aconteciste,aconteció,acontecimos,acontecisteis,acontecieron,aconteciendo,acontecido
acontecer,Indicativo,Condicional,acontecería,acontecerías,acontecería,aconteceríamos,aconteceríais,acontecerían,aconteciendo,acontecido
acontecer,Indicativo,Presente perfecto,he acontecido,has acontecido,ha acontecido,hemos acontecido,habéis acontecido,han acontecido,aconteciendo,acontecido
acontecer,Indicativo,Futuro perfecto,habré acontecido,habrás acontecido,habrá acontecido,habremos acontecido,habréis acontecido,habrán acontecido,aconteciendo,acontecido
acontecer,Indicativo,Pluscuamperfecto,había acontecido,habías acontecido,había acontecido,habíamos acontecido,habíais acontecido,habían acontecido,aconteciendo,acontecido
acontecer,Indicativo,Pretérito anterior,hube acontecido,hubiste acontecido,hubo acontecido,hubimos acontecido,hubisteis acontecido,hubieron acontecido,aconteciendo,acontecido
acontecer,Indicativo,Condicional perfecto,habría acontecido,habrías acontecido,habría acontecido,habríamos acontecido,habríais acontecido,habrían acontecido,aconteciendo,acontecido
acontecer,Subjuntivo,Presente,acontezca,acontezcas,acontezca,acontezcamos,acontezcáis,acontezcan,aconteciendo,acontecido
acontecer,Subjuntivo,Imperfecto,aconteciera,acontecieras,aconteciera,aconteciéramos,acontecierais,acontecieran,aconteciendo,acontecido
acontecer,Subjuntivo,Futuro,aconteciere,acontecieres,aconteciere,aconteciéremos,aconteciereis,acontecieren,aconteciendo,acontecido
acontecer,Subjuntivo,Presente perfecto,haya acontecido,hayas acontecido,haya acontecido,hayamos acontecido,hayáis acontecido,hayan acontecido,aconteciendo,acontecido
acontecer,Subjuntivo,Futuro perfecto,hubiere acontecido,hubieres acontecido,hubiere acontecido,hubiéremos acontecido,hubiereis acontecido,hubieren acontecido,aconteciendo,acontecido
acontecer,Subjuntivo,Pluscuamperfecto,hubiera acontecido,hubieras acontecido,hubiera acontecido,hubiéramos acontecido,hubierais acontecido,hubieran acontecido,aconteciendo,acontecido
acontecer,Imperativo Afirmativo,Presente,,acontece,aconteced,,acontezca,acontezcan,aconteciendo,acontecido
acontecer,Imperativo Negativo,Presente,,no acontezcas,no acontezcáis,,no acontezca,no acontezcan,aconteciendo,acontecido
acordar,Indicativo,Presente,acuerdo,acuerdas,acuerda,acordamos,acordáis,acuerdan,acordando,acordado
acordar,Indicativo,Futuro,acordaré,acordarás,acordará,acordaremos,acordaréis,acordarán,acordando,acordado
acordar,Indicativo,Imperfecto,acordaba,acordabas,acordaba,acordábamos,acordabais,acordaban,acordando,acordado
acordar,Indicativo,Pretérito,acordé,acordaste,acordó,acordamos,acordasteis,acordaron,acordando,acordado
acordar,Indicativo,Presente perfecto,he acordado,has acordado,ha acordado,hemos acordado,habéis acordado,han acordado,acordando,acordado
acordar,Indicativo,Futuro perfecto,habré acordado,habrás acordado,habrá acordado,habremos acordado,habréis acordado,habrán acordado,acordando,acordado
acordar,Indicativo,Pluscuamperfecto,había acordado,habías acordado,había acordado,habíamos acordado,habíais acordado,habían acordado,acordando,acordado
acordar,Indicativo,Pretérito anterior,hube acordado,hubiste acordado,hubo acordado,hubimos acordado,hubisteis acordado,hubieron acordado,acordando,acordado
acordar,Indicativo,Condicional perfecto,habría acordado,habrías acordado,habría acordado,habríamos acordado,habríais acordado,habrían acordado,acordando,acordado
acordar,Subjuntivo,Presente,acuerde,acuerdes,acuerde,acordemos,acordéis,acuerden,acordando,acordado
acordar,Subjuntivo,Imperfecto,acordara,acordaras,acordara,acordáramos,acordarais,acordaran,acordando,acordado
acordar,Subjuntivo,Futuro,acordare,acordares,acordare,acordáremos,acordareis,acordaren,acordando,acordado
acordar,Subjuntivo,Presente perfecto,haya acordado,hayas acordado,haya acordado,hayamos acordado,hayáis acordado,hayan acordado,acordando,acordado
acordar,Subjuntivo,Futuro perfecto,hubiere acordado,hubieres acordado,hubiere acordado,hubiéremos acordado,hubiereis acordado,hubieren acordado,acordando,acordado
acordar,Subjuntivo,Pluscuamperfecto,hubiera acordado,hubieras acordado,hubiera acordado,hubiéramos acordado,hubierais acordado,hubieran acordado,acordando,acordado
acordar,Imperativo Afirmativo,Presente,,acuerda,acordad,,acuerde,acuerden,acordando,acordado
acordar,Imperativo Negativo,Presente,,no acuerdes,no acordéis,,no acuerde,no acuerden,acordando,acordado
acordarse,Indicativo,Presente,me acuerdo,te acuerdas,se acuerda,nos acordamos,os acordáis,se acuerdan,acordándose,acordado
acordarse,Indicativo,Futuro,me acordaré,te acordarás,se acordará,nos acordaremos,os acordaréis,se acordarán,acordándose,acordado
acordarse,Indicativo,Imperfecto,me acordaba,te acordabas,se acordaba,nos acordábamos,os acordabais,se acordaban,acordándose,acordado
acordarse,Indicativo,Pretérito,me acordé,te acordaste,se acordó,nos acordamos,os acordasteis,se acordaron,acordándose,acordado
acordarse,Indicativo,Condicional,me acordaría,te acordarías,se acordaría,nos acordaríamos,os acordaríais,se acordarían,acordándose,acordado
acordarse,Indicativo,Presente perfecto,me he acordado,te has acordado,se ha acordado,nos hemos acordado,os habéis acordado,se han acordado,acordándose,acordado
acordarse,Indicativo,Futuro perfecto,me habré acordado,te habrás acordado,se habrá acordado,nos habremos acordado,os habréis acordado,se habrán acordado,acordándose,acordado
acordarse,Indicativo,Pluscuamperfecto,me había acordado,te habías acordado,se había acordado,nos habíamos acordado,os habíais acordado,se habían acordado,acordándose,acordado
acordarse,Indicativo,Pretérito anterior,me hube acordado,te hubiste acordado,se hubo acordado,nos hubimos acordado,os hubisteis acordado,se hubieron acordado,acordándose,acordado
acordarse,Indicativo,Condicional perfecto,me habría acordado,te habrías acordado,se habría acordado,nos habríamos acordado,os habríais acordado,se habrían acordado,acordándose,acordado
acordarse,Subjuntivo,Presente,me acuerde,te acuerdes,se acuerde,nos acordemos,os acordéis,se acuerden,acordándose,acordado
acordarse,Subjuntivo,Imperfecto,me acordara,te acordaras,se acordara,nos acordáramos,os acordarais,se acordaran,acordándose,acordado
acordarse,Subjuntivo,Futuro,me acordare,te acordares,se acordare,nos acordáremos,os acordareis,se acordaren,acordándose,acordado
acordarse,Subjuntivo,Presente perfecto,me haya acordado,te hayas acordado,se haya acordado,nos hayamos acordado,os hayáis acordado,se hayan acordado,acordándose,acordado
acordarse,Subjuntivo,Futuro perfecto,me hubiere acordado,te hubieres acordado,se hubiere acordado,nos hubiéremos acordado,os hubiereis acordado,se hubieren acordado,acordándose,acordado
acordarse,Subjuntivo,Pluscuamperfecto,me hubiera acordado,te hubieras acordado,se hubiera acordado,nos hubiéramos acordado,os hubierais acordado,se hubieran acordado,acordándose,acordado
acordarse,Imperativo Afirmativo,Presente,,acuérdate,acordaos,,acuérdese,acuérdense,acordándose,acordado
acordarse,Imperativo Negativo,Presente,,no te acuerdes,no os acordéis,,no se acuerde,no se acuerden,acordándose,acordado
acortar,Indicativo,Presente,acorto,acortas,acorta,acortamos,acortáis,acortan,acortando,acortado
acortar,Indicativo,Futuro,acortaré,acortarás,acortará,acortaremos,acortaréis,acortarán,acortando,acortado
acortar,Indicativo,Imperfecto,acortaba,acortabas,acortaba,acortábamos,acortabais,acortaban,acortando,acortado
acortar,Indicativo,Pretérito,acorté,acortaste,acortó,acortamos,acortasteis,acortaron,acortando,acortado
acortar,Indicativo,Condicional,acortaría,acortarías,acortaría,acortaríamos,acortaríais,acortarían,acortando,acortado
acortar,Indicativo,Presente perfecto,he acortado,has acortado,ha acortado,hemos acortado,habéis acortado,han acortado,acortando,acortado
acortar,Indicativo,Futuro perfecto,habré acortado,habrás acortado,habrá acortado,habremos acortado,habréis acortado,habrán acortado,acortando,acortado
acortar,Indicativo,Pluscuamperfecto,había acortado,habías acortado,había acortado,habíamos acortado,habíais acortado,habían acortado,acortando,acortado
acortar,Indicativo,Pretérito anterior,hube acortado,hubiste acortado,hubo acortado,hubimos acortado,hubisteis acortado,hubieron acortado,acortando,acortado
